beat,stage,boundary,res0r,res0i,res1r,res1i
1793,1,lower,2,3,0,0
1793,2,upper,0,0,0,0
1793,2,lower,0,0,0,0
1793,3,upper,0,0,0,0
1793,3,lower,0,0,0,0
1793,4,upper,0,0,0,0
1793,4,lower,0,0,0,0
1793,5,upper,0,0,0,0
1793,5,lower,0,0,0,0
1793,6,upper,0,0,0,0
1793,6,lower,0,0,0,0
1793,7,upper,0,0,0,0
1793,7,lower,0,0,0,0
1793,8,upper,0,0,0,0
1793,8,lower,0,0,0,0
1794,1,upper,0,0,0,-1
1794,1,lower,3,2,-2,-2
1794,2,upper,0,0,0,0
1794,2,lower,0,0,0,0
1794,3,upper,0,0,0,0
1794,3,lower,0,0,0,0
1794,4,upper,0,0,0,0
1794,4,lower,0,0,0,0
1794,5,upper,0,0,0,0
1794,5,lower,0,0,0,0
1794,6,upper,0,0,0,0
1794,6,lower,0,0,0,0
1794,7,upper,0,0,0,0
1794,7,lower,0,0,0,0
1794,8,upper,0,2,0,0
1794,8,lower,0,2,0,0
1795,1,upper,1,1,0,-1
1795,1,lower,2,2,0,-2
1795,2,upper,0,0,0,0
1795,2,lower,0,0,0,0
1795,3,upper,0,0,0,0
1795,3,lower,0,0,0,0
1795,4,upper,0,0,0,0
1795,4,lower,0,0,0,0
1795,5,upper,0,0,0,0
1795,5,lower,0,0,0,0
1795,6,upper,0,0,0,0
1795,6,lower,0,0,0,0
1795,7,upper,0,0,0,0
1795,7,lower,0,0,0,0
1795,8,upper,0,2,0,0
1795,8,lower,0,2,0,0
1796,1,upper,0,1,0,0
1796,1,lower,2,3,-1,1
1796,2,upper,0,0,0,0
1796,2,lower,0,0,0,0
1796,3,upper,0,0,0,0
1796,3,lower,0,0,0,0
1796,4,upper,0,0,0,0
1796,4,lower,0,0,0,0
1796,5,upper,0,0,0,0
1796,5,lower,0,0,0,0
1796,6,upper,0,0,0,0
1796,6,lower,0,0,0,0
1796,7,upper,0,0,0,0
1796,7,lower,0,0,0,0
1796,8,upper,0,0,0,0
1796,8,lower,0,0,0,0
1797,1,upper,0,1,-1,0
1797,1,lower,1,1,-2,0
1797,2,upper,0,0,0,0
1797,2,lower,0,0,0,0
1797,3,upper,0,0,0,0
1797,3,lower,0,0,0,0
1797,4,upper,0,0,0,0
1797,4,lower,0,0,0,0
1797,5,upper,0,0,0,0
1797,5,lower,0,0,0,0
1797,6,upper,0,0,0,0
1797,6,lower,0,0,0,0
1797,7,upper,0,0,0,0
1797,7,lower,0,0,0,0
1797,8,upper,2,2,0,0
1797,8,lower,2,2,0,0
1798,1,upper,1,1,1,-1
1798,1,lower,2,3,0,-3
1798,2,upper,0,0,0,0
1798,2,lower,0,0,0,0
1798,3,upper,0,0,0,0
1798,3,lower,0,0,0,0
1798,4,upper,0,0,0,0
1798,4,lower,0,0,0,0
1798,5,upper,0,0,0,0
1798,5,lower,0,0,0,0
1798,6,upper,0,0,0,0
1798,6,lower,0,0,0,0
1798,7,upper,0,0,0,0
1798,7,lower,0,0,0,0
1798,8,upper,0,0,0,0
1798,8,lower,0,0,0,0
1799,1,upper,0,2,0,0
1799,1,lower,2,4,-1,0
1799,2,upper,0,0,0,0
1799,2,lower,0,0,0,0
1799,3,upper,0,0,0,0
1799,3,lower,0,0,0,0
1799,4,upper,0,0,0,0
1799,4,lower,0,0,0,0
1799,5,upper,0,0,0,0
1799,5,lower,0,0,0,0
1799,6,upper,0,0,0,0
1799,6,lower,0,0,0,0
1799,7,upper,0,0,0,0
1799,7,lower,0,0,0,0
1799,8,upper,0,0,0,0
1799,8,lower,0,0,0,0
1800,1,upper,0,1,0,0
1800,1,lower,2,2,-1,0
1800,2,upper,0,0,0,0
1800,2,lower,0,0,0,0
1800,3,upper,0,0,0,0
1800,3,lower,0,0,0,0
1800,4,upper,0,0,0,0
1800,4,lower,0,0,0,0
1800,5,upper,0,0,0,0
1800,5,lower,0,0,0,0
1800,6,upper,0,0,0,0
1800,6,lower,0,0,0,0
1800,7,upper,0,0,0,0
1800,7,lower,0,0,0,0
1800,8,upper,0,0,0,0
1800,8,lower,0,0,0,0
1801,1,upper,0,1,-1,0
1801,1,lower,2,3,-2,0
1801,2,upper,0,0,0,0
1801,2,lower,0,0,0,0
1801,3,upper,0,0,0,0
1801,3,lower,0,0,0,0
1801,4,upper,0,0,0,0
1801,4,lower,0,0,0,0
1801,5,upper,0,0,0,0
1801,5,lower,0,0,0,0
1801,6,upper,0,0,0,0
1801,6,lower,0,0,0,0
1801,7,upper,0,0,0,0
1801,7,lower,0,0,0,0
1801,8,upper,0,0,0,0
1801,8,lower,0,0,0,0
1802,1,upper,0,0,0,0
1802,1,lower,2,2,0,-1
1802,2,upper,0,0,0,0
1802,2,lower,0,0,0,0
1802,3,upper,0,0,0,0
1802,3,lower,0,0,0,0
1802,4,upper,0,0,0,0
1802,4,lower,0,0,0,0
1802,5,upper,0,0,0,0
1802,5,lower,0,0,0,0
1802,6,upper,0,0,0,0
1802,6,lower,0,0,0,0
1802,7,upper,0,0,0,0
1802,7,lower,0,0,0,0
1802,8,upper,0,0,0,0
1802,8,lower,0,0,0,0
1803,1,upper,1,0,0,-1
1803,1,lower,3,1,0,-2
1803,2,upper,0,0,0,0
1803,2,lower,0,0,0,0
1803,3,upper,0,0,0,0
1803,3,lower,0,0,0,0
1803,4,upper,0,0,0,0
1803,4,lower,0,0,0,0
1803,5,upper,0,0,0,0
1803,5,lower,0,0,0,0
1803,6,upper,0,0,0,0
1803,6,lower,0,0,0,0
1803,7,upper,0,0,0,0
1803,7,lower,0,0,0,0
1803,8,upper,0,0,0,0
1803,8,lower,0,0,0,0
1804,1,upper,1,1,-1,-1
1804,1,lower,3,2,-1,-2
1804,2,upper,0,0,0,0
1804,2,lower,0,0,0,0
1804,3,upper,0,0,0,0
1804,3,lower,0,0,0,0
1804,4,upper,0,0,0,0
1804,4,lower,0,0,0,0
1804,5,upper,0,0,0,0
1804,5,lower,0,0,0,0
1804,6,upper,0,0,0,0
1804,6,lower,0,0,0,0
1804,7,upper,0,0,0,0
1804,7,lower,0,0,0,0
1804,8,upper,0,0,0,0
1804,8,lower,0,0,0,0
1805,1,upper,0,1,0,-1
1805,1,lower,2,2,-1,-1
1805,2,upper,0,0,0,0
1805,2,lower,0,0,0,0
1805,3,upper,0,0,0,0
1805,3,lower,0,0,0,0
1805,4,upper,0,0,0,0
1805,4,lower,0,0,0,0
1805,5,upper,0,0,0,0
1805,5,lower,0,0,0,0
1805,6,upper,0,0,0,0
1805,6,lower,0,0,0,0
1805,7,upper,0,0,0,0
1805,7,lower,0,0,0,0
1805,8,upper,0,0,0,0
1805,8,lower,0,0,0,0
1806,1,upper,1,0,0,-1
1806,1,lower,2,0,0,-2
1806,2,upper,0,0,0,0
1806,2,lower,0,0,0,0
1806,3,upper,0,0,0,0
1806,3,lower,0,0,0,0
1806,4,upper,0,0,0,0
1806,4,lower,0,0,0,0
1806,5,upper,0,0,0,0
1806,5,lower,0,0,0,0
1806,6,upper,0,0,0,0
1806,6,lower,0,0,0,0
1806,7,upper,0,0,0,0
1806,7,lower,0,0,0,0
1806,8,upper,0,0,0,0
1806,8,lower,0,0,0,0
1807,1,upper,0,0,0,0
1807,1,lower,2,1,0,-1
1807,2,upper,0,0,0,0
1807,2,lower,0,0,0,0
1807,3,upper,0,0,0,0
1807,3,lower,0,0,0,0
1807,4,upper,0,0,0,0
1807,4,lower,0,0,0,0
1807,5,upper,0,0,0,0
1807,5,lower,0,0,0,0
1807,6,upper,0,0,0,0
1807,6,lower,0,0,0,0
1807,7,upper,0,0,0,0
1807,7,lower,0,0,0,0
1807,8,upper,0,0,0,0
1807,8,lower,0,0,0,0
1808,1,upper,1,1,0,0
1808,1,lower,3,2,-1,0
1808,2,upper,0,0,0,0
1808,2,lower,0,0,0,0
1808,3,upper,0,0,0,0
1808,3,lower,0,0,0,0
1808,4,upper,0,0,0,0
1808,4,lower,0,0,0,0
1808,5,upper,0,0,0,0
1808,5,lower,0,0,0,0
1808,6,upper,0,0,0,0
1808,6,lower,0,0,0,0
1808,7,upper,0,0,0,0
1808,7,lower,0,0,0,0
1808,8,upper,0,0,0,0
1808,8,lower,0,0,0,0
1809,1,upper,0,1,0,0
1809,1,lower,2,3,0,0
1809,2,upper,0,0,0,0
1809,2,lower,0,0,0,0
1809,3,upper,0,0,0,0
1809,3,lower,0,0,0,0
1809,4,upper,0,0,0,0
1809,4,lower,0,0,0,0
1809,5,upper,0,0,0,0
1809,5,lower,0,0,0,0
1809,6,upper,0,0,0,0
1809,6,lower,0,0,0,0
1809,7,upper,0,0,0,0
1809,7,lower,0,0,0,0
1809,8,upper,0,0,0,0
1809,8,lower,0,0,0,0
1810,1,upper,0,0,0,0
1810,1,lower,2,1,-1,-1
1810,2,upper,0,0,0,0
1810,2,lower,0,0,0,0
1810,3,upper,0,0,0,0
1810,3,lower,0,0,0,0
1810,4,upper,0,0,0,0
1810,4,lower,0,0,0,0
1810,5,upper,0,0,0,0
1810,5,lower,0,0,0,0
1810,6,upper,0,0,0,0
1810,6,lower,0,0,0,0
1810,7,upper,0,0,0,0
1810,7,lower,0,0,0,0
1810,8,upper,0,0,0,0
1810,8,lower,0,0,0,0
1811,1,upper,0,1,0,-1
1811,1,lower,2,2,-1,-2
1811,2,upper,0,0,0,0
1811,2,lower,0,0,0,0
1811,3,upper,0,0,0,0
1811,3,lower,0,0,0,0
1811,4,upper,0,0,0,0
1811,4,lower,0,0,0,0
1811,5,upper,0,0,0,0
1811,5,lower,0,0,0,0
1811,6,upper,0,0,0,0
1811,6,lower,0,0,0,0
1811,7,upper,0,0,0,0
1811,7,lower,0,0,0,0
1811,8,upper,0,0,0,0
1811,8,lower,0,0,0,0
1812,1,upper,1,0,1,0
1812,1,lower,2,1,1,-2
1812,2,upper,0,0,0,0
1812,2,lower,0,0,0,0
1812,3,upper,0,0,0,0
1812,3,lower,0,0,0,0
1812,4,upper,0,0,0,0
1812,4,lower,0,0,0,0
1812,5,upper,0,0,0,0
1812,5,lower,0,0,0,0
1812,6,upper,0,0,0,0
1812,6,lower,0,0,0,0
1812,7,upper,0,0,0,0
1812,7,lower,0,0,0,0
1812,8,upper,0,0,0,0
1812,8,lower,0,0,0,0
1813,1,upper,1,1,0,0
1813,1,lower,3,2,-1,1
1813,2,upper,0,0,0,0
1813,2,lower,0,0,0,0
1813,3,upper,0,0,0,0
1813,3,lower,0,0,0,0
1813,4,upper,0,0,0,0
1813,4,lower,0,0,0,0
1813,5,upper,0,0,0,0
1813,5,lower,0,0,0,0
1813,6,upper,0,0,0,0
1813,6,lower,0,0,0,0
1813,7,upper,0,0,0,0
1813,7,lower,0,0,0,0
1813,8,upper,0,0,0,0
1813,8,lower,0,0,0,0
1814,1,upper,1,0,1,-1
1814,1,lower,2,1,-1,-2
1814,2,upper,0,0,0,0
1814,2,lower,0,0,0,0
1814,3,upper,0,0,0,0
1814,3,lower,0,0,0,0
1814,4,upper,0,0,0,0
1814,4,lower,0,0,0,0
1814,5,upper,0,0,0,0
1814,5,lower,0,0,0,0
1814,6,upper,0,0,0,0
1814,6,lower,0,0,0,0
1814,7,upper,0,0,0,0
1814,7,lower,0,0,0,0
1814,8,upper,0,0,0,0
1814,8,lower,0,0,0,0
1815,1,upper,1,2,0,0
1815,1,lower,4,3,0,-1
1815,2,upper,0,0,0,0
1815,2,lower,0,0,0,0
1815,3,upper,0,0,0,0
1815,3,lower,0,0,0,0
1815,4,upper,0,0,0,0
1815,4,lower,0,0,0,0
1815,5,upper,0,0,0,0
1815,5,lower,0,0,0,0
1815,6,upper,0,0,0,0
1815,6,lower,0,0,0,0
1815,7,upper,0,0,0,0
1815,7,lower,0,0,0,0
1815,8,upper,0,0,0,0
1815,8,lower,0,0,0,0
1816,1,upper,1,2,0,0
1816,1,lower,4,2,0,-1
1816,2,upper,0,0,0,0
1816,2,lower,0,0,0,0
1816,3,upper,0,0,0,0
1816,3,lower,0,0,0,0
1816,4,upper,0,0,0,0
1816,4,lower,0,0,0,0
1816,5,upper,0,0,0,0
1816,5,lower,0,0,0,0
1816,6,upper,0,0,0,0
1816,6,lower,0,0,0,0
1816,7,upper,0,0,0,0
1816,7,lower,0,0,0,0
1816,8,upper,0,0,0,0
1816,8,lower,0,0,0,0
1817,1,upper,1,1,-1,-1
1817,1,lower,3,1,-2,-1
1817,2,upper,0,0,0,0
1817,2,lower,0,0,0,0
1817,3,upper,0,0,0,0
1817,3,lower,0,0,0,0
1817,4,upper,0,0,0,0
1817,4,lower,0,0,0,0
1817,5,upper,0,0,0,0
1817,5,lower,0,0,0,0
1817,6,upper,0,0,0,0
1817,6,lower,0,0,0,0
1817,7,upper,0,0,0,0
1817,7,lower,0,0,0,0
1817,8,upper,0,0,0,0
1817,8,lower,0,0,0,0
1818,1,upper,1,0,0,0
1818,1,lower,2,1,0,0
1818,2,upper,0,0,0,0
1818,2,lower,0,0,0,0
1818,3,upper,0,0,0,0
1818,3,lower,0,0,0,0
1818,4,upper,0,0,0,0
1818,4,lower,0,0,0,0
1818,5,upper,0,0,0,0
1818,5,lower,0,0,0,0
1818,6,upper,0,0,0,0
1818,6,lower,0,0,0,0
1818,7,upper,0,0,0,0
1818,7,lower,0,0,0,0
1818,8,upper,0,0,0,0
1818,8,lower,0,0,0,0
1819,1,upper,1,1,0,0
1819,1,lower,3,1,0,-1
1819,2,upper,0,0,0,0
1819,2,lower,0,0,0,0
1819,3,upper,0,0,0,0
1819,3,lower,0,0,0,0
1819,4,upper,0,0,0,0
1819,4,lower,0,0,0,0
1819,5,upper,0,0,0,0
1819,5,lower,0,0,0,0
1819,6,upper,0,0,0,0
1819,6,lower,0,0,0,0
1819,7,upper,0,0,0,0
1819,7,lower,0,0,0,0
1819,8,upper,0,0,0,0
1819,8,lower,0,0,0,0
1820,1,upper,1,1,0,0
1820,1,lower,4,1,-1,-1
1820,2,upper,0,0,0,0
1820,2,lower,0,0,0,0
1820,3,upper,0,0,0,0
1820,3,lower,0,0,0,0
1820,4,upper,0,0,0,0
1820,4,lower,0,0,0,0
1820,5,upper,0,0,0,0
1820,5,lower,0,0,0,0
1820,6,upper,0,0,0,0
1820,6,lower,0,0,0,0
1820,7,upper,0,0,0,0
1820,7,lower,0,0,0,0
1820,8,upper,0,0,0,0
1820,8,lower,0,0,0,0
1821,1,upper,0,1,0,0
1821,1,lower,2,3,0,0
1821,2,upper,0,0,0,0
1821,2,lower,0,0,0,0
1821,3,upper,0,0,0,0
1821,3,lower,0,0,0,0
1821,4,upper,0,0,0,0
1821,4,lower,0,0,0,0
1821,5,upper,0,0,0,0
1821,5,lower,0,0,0,0
1821,6,upper,0,0,0,0
1821,6,lower,0,0,0,0
1821,7,upper,0,0,0,0
1821,7,lower,0,0,0,0
1821,8,upper,0,0,0,0
1821,8,lower,0,0,0,0
1822,1,upper,1,0,0,-1
1822,1,lower,3,1,-1,-1
1822,2,upper,0,0,0,0
1822,2,lower,0,0,0,0
1822,3,upper,0,0,0,0
1822,3,lower,0,0,0,0
1822,4,upper,0,0,0,0
1822,4,lower,0,0,0,0
1822,5,upper,0,0,0,0
1822,5,lower,0,0,0,0
1822,6,upper,0,0,0,0
1822,6,lower,0,0,0,0
1822,7,upper,0,0,0,0
1822,7,lower,0,0,0,0
1822,8,upper,0,0,0,0
1822,8,lower,0,0,0,0
1823,1,upper,0,1,0,-1
1823,1,lower,2,2,-1,-1
1823,2,upper,0,0,0,0
1823,2,lower,0,0,0,0
1823,3,upper,0,0,0,0
1823,3,lower,0,0,0,0
1823,4,upper,0,0,0,0
1823,4,lower,0,0,0,0
1823,5,upper,0,0,0,0
1823,5,lower,0,0,0,0
1823,6,upper,0,0,0,0
1823,6,lower,0,0,0,0
1823,7,upper,0,0,0,0
1823,7,lower,0,0,0,0
1823,8,upper,0,0,0,0
1823,8,lower,0,0,0,0
1824,1,upper,0,0,-1,0
1824,1,lower,1,2,0,-1
1824,2,upper,0,0,0,0
1824,2,lower,0,0,0,0
1824,3,upper,0,0,0,0
1824,3,lower,0,0,0,0
1824,4,upper,0,0,0,0
1824,4,lower,0,0,0,0
1824,5,upper,0,0,0,0
1824,5,lower,0,0,0,0
1824,6,upper,0,0,0,0
1824,6,lower,0,0,0,0
1824,7,upper,0,0,0,0
1824,7,lower,0,0,0,0
1824,8,upper,0,0,0,0
1824,8,lower,0,0,0,0
1825,1,upper,0,1,-1,0
1825,1,lower,3,2,0,0
1825,2,upper,0,0,0,0
1825,2,lower,0,0,0,0
1825,3,upper,0,0,0,0
1825,3,lower,0,0,0,0
1825,4,upper,0,0,0,0
1825,4,lower,0,0,0,0
1825,5,upper,0,0,0,0
1825,5,lower,0,0,0,0
1825,6,upper,0,0,0,0
1825,6,lower,0,0,0,0
1825,7,upper,0,0,0,0
1825,7,lower,0,0,0,0
1825,8,upper,0,0,0,0
1825,8,lower,0,0,0,0
1826,1,upper,1,1,0,0
1826,1,lower,3,1,-1,-1
1826,2,upper,0,0,0,0
1826,2,lower,0,0,0,0
1826,3,upper,0,0,0,0
1826,3,lower,0,0,0,0
1826,4,upper,0,0,0,0
1826,4,lower,0,0,0,0
1826,5,upper,0,0,0,0
1826,5,lower,0,0,0,0
1826,6,upper,0,0,0,0
1826,6,lower,0,0,0,0
1826,7,upper,0,0,0,0
1826,7,lower,0,0,0,0
1826,8,upper,0,0,0,0
1826,8,lower,0,0,0,0
1827,1,upper,0,1,1,0
1827,1,lower,3,2,-1,-1
1827,2,upper,0,0,0,0
1827,2,lower,0,0,0,0
1827,3,upper,0,0,0,0
1827,3,lower,0,0,0,0
1827,4,upper,0,0,0,0
1827,4,lower,0,0,0,0
1827,5,upper,0,0,0,0
1827,5,lower,0,0,0,0
1827,6,upper,0,0,0,0
1827,6,lower,0,0,0,0
1827,7,upper,0,0,0,0
1827,7,lower,0,0,0,0
1827,8,upper,0,0,0,0
1827,8,lower,0,0,0,0
1828,1,upper,0,1,-1,-1
1828,1,lower,2,2,-2,0
1828,2,upper,0,0,0,0
1828,2,lower,0,0,0,0
1828,3,upper,0,0,0,0
1828,3,lower,0,0,0,0
1828,4,upper,0,0,0,0
1828,4,lower,0,0,0,0
1828,5,upper,0,0,0,0
1828,5,lower,0,0,0,0
1828,6,upper,0,0,0,0
1828,6,lower,0,0,0,0
1828,7,upper,0,0,0,0
1828,7,lower,0,0,0,0
1828,8,upper,0,0,0,0
1828,8,lower,0,0,0,0
1829,1,upper,0,0,-1,0
1829,1,lower,2,1,-1,0
1829,2,upper,0,0,0,0
1829,2,lower,0,0,0,0
1829,3,upper,0,0,0,0
1829,3,lower,0,0,0,0
1829,4,upper,0,0,0,0
1829,4,lower,0,0,0,0
1829,5,upper,0,0,0,0
1829,5,lower,0,0,0,0
1829,6,upper,0,0,0,0
1829,6,lower,0,0,0,0
1829,7,upper,0,0,0,0
1829,7,lower,0,0,0,0
1829,8,upper,0,0,0,0
1829,8,lower,0,0,0,0
1830,1,upper,1,1,0,0
1830,1,lower,1,1,0,0
1830,2,upper,0,0,0,0
1830,2,lower,0,0,0,0
1830,3,upper,0,0,0,0
1830,3,lower,0,0,0,0
1830,4,upper,0,0,0,0
1830,4,lower,0,0,0,0
1830,5,upper,0,0,0,0
1830,5,lower,0,0,0,0
1830,6,upper,0,0,0,0
1830,6,lower,0,0,0,0
1830,7,upper,0,0,0,0
1830,7,lower,0,0,0,0
1830,8,upper,0,0,0,0
1830,8,lower,0,0,0,0
1831,1,upper,1,1,1,-1
1831,1,lower,3,1,-1,-2
1831,2,upper,0,0,0,0
1831,2,lower,0,0,0,0
1831,3,upper,0,0,0,0
1831,3,lower,0,0,0,0
1831,4,upper,0,0,0,0
1831,4,lower,0,0,0,0
1831,5,upper,0,0,0,0
1831,5,lower,0,0,0,0
1831,6,upper,0,0,0,0
1831,6,lower,0,0,0,0
1831,7,upper,0,0,0,0
1831,7,lower,0,0,0,0
1831,8,upper,0,0,0,0
1831,8,lower,0,0,0,0
1832,1,upper,1,0,0,0
1832,1,lower,2,1,0,-1
1832,2,upper,0,0,0,0
1832,2,lower,0,0,0,0
1832,3,upper,0,0,0,0
1832,3,lower,0,0,0,0
1832,4,upper,0,0,0,0
1832,4,lower,0,0,0,0
1832,5,upper,0,0,0,0
1832,5,lower,0,0,0,0
1832,6,upper,0,0,0,0
1832,6,lower,0,0,0,0
1832,7,upper,0,0,0,0
1832,7,lower,0,0,0,0
1832,8,upper,0,0,0,0
1832,8,lower,0,0,0,0
1833,1,upper,1,1,0,0
1833,1,lower,2,0,-1,-1
1833,2,upper,0,0,0,0
1833,2,lower,0,0,0,0
1833,3,upper,0,0,0,0
1833,3,lower,0,0,0,0
1833,4,upper,0,0,0,0
1833,4,lower,0,0,0,0
1833,5,upper,0,0,0,0
1833,5,lower,0,0,0,0
1833,6,upper,0,0,0,0
1833,6,lower,0,0,0,0
1833,7,upper,0,0,0,0
1833,7,lower,0,0,0,0
1833,8,upper,0,0,0,0
1833,8,lower,0,0,0,0
1834,1,upper,2,1,0,0
1834,1,lower,4,2,-1,-1
1834,2,upper,0,0,0,0
1834,2,lower,0,0,0,0
1834,3,upper,0,0,0,0
1834,3,lower,0,0,0,0
1834,4,upper,0,0,0,0
1834,4,lower,0,0,0,0
1834,5,upper,0,0,0,0
1834,5,lower,0,0,0,0
1834,6,upper,0,0,0,0
1834,6,lower,0,0,0,0
1834,7,upper,0,0,0,0
1834,7,lower,0,0,0,0
1834,8,upper,0,0,0,0
1834,8,lower,0,0,0,0
1835,1,upper,1,0,-1,-1
1835,1,lower,2,0,-2,0
1835,2,upper,0,0,0,0
1835,2,lower,0,0,0,0
1835,3,upper,0,0,0,0
1835,3,lower,0,0,0,0
1835,4,upper,0,0,0,0
1835,4,lower,0,0,0,0
1835,5,upper,0,0,0,0
1835,5,lower,0,0,0,0
1835,6,upper,0,0,0,0
1835,6,lower,0,0,0,0
1835,7,upper,0,0,0,0
1835,7,lower,0,0,0,0
1835,8,upper,0,0,0,0
1835,8,lower,0,0,0,0
1836,1,upper,0,1,0,0
1836,1,lower,3,2,-1,0
1836,2,upper,0,0,0,0
1836,2,lower,0,0,0,0
1836,3,upper,0,0,0,0
1836,3,lower,0,0,0,0
1836,4,upper,0,0,0,0
1836,4,lower,0,0,0,0
1836,5,upper,0,0,0,0
1836,5,lower,0,0,0,0
1836,6,upper,0,0,0,0
1836,6,lower,0,0,0,0
1836,7,upper,0,0,0,0
1836,7,lower,0,0,0,0
1836,8,upper,0,0,0,0
1836,8,lower,0,0,0,0
1837,1,upper,1,1,-1,0
1837,1,lower,2,2,-2,1
1837,2,upper,0,0,0,0
1837,2,lower,0,0,0,0
1837,3,upper,0,0,0,0
1837,3,lower,0,0,0,0
1837,4,upper,0,0,0,0
1837,4,lower,0,0,0,0
1837,5,upper,0,0,0,0
1837,5,lower,0,0,0,0
1837,6,upper,0,0,0,0
1837,6,lower,0,0,0,0
1837,7,upper,0,0,0,0
1837,7,lower,0,0,0,0
1837,8,upper,0,0,0,0
1837,8,lower,0,0,0,0
1838,1,upper,0,1,0,1
1838,1,lower,2,2,1,-1
1838,2,upper,0,0,0,0
1838,2,lower,0,0,0,0
1838,3,upper,0,0,0,0
1838,3,lower,0,0,0,0
1838,4,upper,0,0,0,0
1838,4,lower,0,0,0,0
1838,5,upper,0,0,0,0
1838,5,lower,0,0,0,0
1838,6,upper,0,0,0,0
1838,6,lower,0,0,0,0
1838,7,upper,0,0,0,0
1838,7,lower,0,0,0,0
1838,8,upper,0,0,0,0
1838,8,lower,0,0,0,0
1839,1,upper,1,2,-1,0
1839,1,lower,3,1,-1,0
1839,2,upper,0,0,0,0
1839,2,lower,0,0,0,0
1839,3,upper,0,0,0,0
1839,3,lower,0,0,0,0
1839,4,upper,0,0,0,0
1839,4,lower,0,0,0,0
1839,5,upper,0,0,0,0
1839,5,lower,0,0,0,0
1839,6,upper,0,0,0,0
1839,6,lower,0,0,0,0
1839,7,upper,0,0,0,0
1839,7,lower,0,0,0,0
1839,8,upper,0,0,0,0
1839,8,lower,0,0,0,0
1840,1,upper,1,2,0,0
1840,1,lower,3,1,0,-1
1840,2,upper,0,0,0,0
1840,2,lower,0,0,0,0
1840,3,upper,0,0,0,0
1840,3,lower,0,0,0,0
1840,4,upper,0,0,0,0
1840,4,lower,0,0,0,0
1840,5,upper,0,0,0,0
1840,5,lower,0,0,0,0
1840,6,upper,0,0,0,0
1840,6,lower,0,0,0,0
1840,7,upper,0,0,0,0
1840,7,lower,0,0,0,0
1840,8,upper,0,0,0,0
1840,8,lower,0,0,0,0
1841,1,upper,1,0,0,-1
1841,1,lower,1,-1,-2,0
1841,2,upper,0,0,0,0
1841,2,lower,0,0,0,0
1841,3,upper,0,0,0,0
1841,3,lower,0,0,0,0
1841,4,upper,0,0,0,0
1841,4,lower,0,0,0,0
1841,5,upper,0,0,0,0
1841,5,lower,0,0,0,0
1841,6,upper,0,0,0,0
1841,6,lower,0,0,0,0
1841,7,upper,0,0,0,0
1841,7,lower,0,0,0,0
1841,8,upper,0,0,0,0
1841,8,lower,0,0,0,0
1842,1,upper,1,1,-1,0
1842,1,lower,3,1,-2,0
1842,2,upper,0,0,0,0
1842,2,lower,0,0,0,0
1842,3,upper,0,0,0,0
1842,3,lower,0,0,0,0
1842,4,upper,0,0,0,0
1842,4,lower,0,0,0,0
1842,5,upper,0,0,0,0
1842,5,lower,0,0,0,0
1842,6,upper,0,0,0,0
1842,6,lower,0,0,0,0
1842,7,upper,0,0,0,0
1842,7,lower,0,0,0,0
1842,8,upper,0,0,0,0
1842,8,lower,0,0,0,0
1843,1,upper,1,1,0,0
1843,1,lower,3,1,-1,0
1843,2,upper,0,0,0,0
1843,2,lower,0,0,0,0
1843,3,upper,0,0,0,0
1843,3,lower,0,0,0,0
1843,4,upper,0,0,0,0
1843,4,lower,0,0,0,0
1843,5,upper,0,0,0,0
1843,5,lower,0,0,0,0
1843,6,upper,0,0,0,0
1843,6,lower,0,0,0,0
1843,7,upper,0,0,0,0
1843,7,lower,0,0,0,0
1843,8,upper,0,0,0,0
1843,8,lower,0,0,0,0
1844,1,upper,0,1,1,0
1844,1,lower,3,1,-1,-1
1844,2,upper,0,0,0,0
1844,2,lower,0,0,0,0
1844,3,upper,0,0,0,0
1844,3,lower,0,0,0,0
1844,4,upper,0,0,0,0
1844,4,lower,0,0,0,0
1844,5,upper,0,0,0,0
1844,5,lower,0,0,0,0
1844,6,upper,0,0,0,0
1844,6,lower,0,0,0,0
1844,7,upper,0,0,0,0
1844,7,lower,0,0,0,0
1844,8,upper,0,0,0,0
1844,8,lower,0,0,0,0
1845,1,upper,2,1,-1,0
1845,1,lower,4,-1,0,1
1845,2,upper,0,0,0,0
1845,2,lower,0,0,0,0
1845,3,upper,0,0,0,0
1845,3,lower,0,0,0,0
1845,4,upper,0,0,0,0
1845,4,lower,0,0,0,0
1845,5,upper,0,0,0,0
1845,5,lower,0,0,0,0
1845,6,upper,0,0,0,0
1845,6,lower,0,0,0,0
1845,7,upper,0,0,0,0
1845,7,lower,0,0,0,0
1845,8,upper,0,0,0,0
1845,8,lower,0,0,0,0
1846,1,upper,0,1,0,-1
1846,1,lower,3,3,-2,-1
1846,2,upper,0,0,0,0
1846,2,lower,0,0,0,0
1846,3,upper,0,0,0,0
1846,3,lower,0,0,0,0
1846,4,upper,0,0,0,0
1846,4,lower,0,0,0,0
1846,5,upper,0,0,0,0
1846,5,lower,0,0,0,0
1846,6,upper,0,0,0,0
1846,6,lower,0,0,0,0
1846,7,upper,0,0,0,0
1846,7,lower,0,0,0,0
1846,8,upper,0,0,0,0
1846,8,lower,0,0,0,0
1847,1,upper,0,0,0,0
1847,1,lower,2,2,0,0
1847,2,upper,0,0,0,0
1847,2,lower,0,0,0,0
