beat,stage,boundary,res0r,res0i,res1r,res1i
57,8,upper,x,x,x,x
57,8,lower,x,x,x,x
58,1,upper,x,x,x,x
58,1,lower,x,x,x,x
58,2,upper,x,x,x,x
58,2,lower,x,x,x,x
58,3,upper,x,x,x,x
58,3,lower,x,x,x,x
58,4,upper,x,x,x,x
58,4,lower,x,x,x,x
58,5,upper,x,x,x,x
58,5,lower,x,x,x,x
58,6,upper,x,x,x,x
58,6,lower,x,x,x,x
58,7,upper,x,x,x,x
58,7,lower,x,x,x,x
58,8,upper,x,x,x,x
58,8,lower,x,x,x,x
59,1,upper,x,x,x,x
59,1,lower,x,x,x,x
59,2,upper,x,x,x,x
59,2,lower,x,x,x,x
59,3,upper,x,x,x,x
59,3,lower,x,x,x,x
59,4,upper,x,x,x,x
59,4,lower,x,x,x,x
59,5,upper,x,x,x,x
59,5,lower,x,x,x,x
59,6,upper,x,x,x,x
59,6,lower,x,x,x,x
59,7,upper,x,x,x,x
59,7,lower,x,x,x,x
59,8,upper,x,x,x,x
59,8,lower,x,x,x,x
60,1,upper,x,x,x,x
60,1,lower,x,x,x,x
60,2,upper,x,x,x,x
60,2,lower,x,x,x,x
60,3,upper,x,x,x,x
60,3,lower,x,x,x,x
60,4,upper,x,x,x,x
60,4,lower,x,x,x,x
60,5,upper,x,x,x,x
60,5,lower,x,x,x,x
60,6,upper,x,x,x,x
60,6,lower,x,x,x,x
60,7,upper,x,x,x,x
60,7,lower,x,x,x,x
60,8,upper,x,x,x,x
60,8,lower,x,x,x,x
61,1,upper,x,x,x,x
61,1,lower,x,x,x,x
61,2,upper,x,x,x,x
61,2,lower,x,x,x,x
61,3,upper,x,x,x,x
61,3,lower,x,x,x,x
61,4,upper,x,x,x,x
61,4,lower,x,x,x,x
61,5,upper,x,x,x,x
61,5,lower,x,x,x,x
61,6,upper,x,x,x,x
61,6,lower,x,x,x,x
61,7,upper,x,x,x,x
61,7,lower,x,x,x,x
61,8,upper,x,x,x,x
61,8,lower,x,x,x,x
62,1,upper,x,x,x,x
62,1,lower,x,x,x,x
62,2,upper,x,x,x,x
62,2,lower,x,x,x,x
62,3,upper,x,x,x,x
62,3,lower,x,x,x,x
62,4,upper,x,x,x,x
62,4,lower,x,x,x,x
62,5,upper,x,x,x,x
62,5,lower,x,x,x,x
62,6,upper,x,x,x,x
62,6,lower,x,x,x,x
62,7,upper,x,x,x,x
62,7,lower,x,x,x,x
62,8,upper,x,x,x,x
62,8,lower,x,x,x,x
63,1,upper,x,x,x,x
63,1,lower,x,x,x,x
63,2,upper,x,x,x,x
63,2,lower,x,x,x,x
63,3,upper,x,x,x,x
63,3,lower,x,x,x,x
63,4,upper,x,x,x,x
63,4,lower,x,x,x,x
63,5,upper,x,x,x,x
63,5,lower,x,x,x,x
63,6,upper,x,x,x,x
63,6,lower,x,x,x,x
63,7,upper,x,x,x,x
63,7,lower,x,x,x,x
63,8,upper,x,x,x,x
63,8,lower,x,x,x,x
64,1,upper,x,x,x,x
64,1,lower,x,x,x,x
64,2,upper,x,x,x,x
64,2,lower,x,x,x,x
64,3,upper,x,x,x,x
64,3,lower,x,x,x,x
64,4,upper,x,x,x,x
64,4,lower,x,x,x,x
64,5,upper,x,x,x,x
64,5,lower,x,x,x,x
64,6,upper,x,x,x,x
64,6,lower,x,x,x,x
64,7,upper,x,x,x,x
64,7,lower,x,x,x,x
64,8,upper,x,x,x,x
64,8,lower,x,x,x,x
65,1,upper,x,x,x,x
65,1,lower,x,x,x,x
65,2,upper,x,x,x,x
65,2,lower,x,x,x,x
65,3,upper,x,x,x,x
65,3,lower,x,x,x,x
65,4,upper,x,x,x,x
65,4,lower,x,x,x,x
65,5,upper,x,x,x,x
65,5,lower,x,x,x,x
65,6,upper,x,x,x,x
65,6,lower,x,x,x,x
65,7,upper,x,x,x,x
65,7,lower,x,x,x,x
65,8,upper,x,x,x,x
65,8,lower,x,x,x,x
66,1,upper,x,x,x,x
66,1,lower,x,x,x,x
66,2,upper,x,x,x,x
66,2,lower,x,x,x,x
66,3,upper,x,x,x,x
66,3,lower,x,x,x,x
66,4,upper,x,x,x,x
66,4,lower,x,x,x,x
66,5,upper,x,x,x,x
66,5,lower,x,x,x,x
66,6,upper,x,x,x,x
66,6,lower,x,x,x,x
66,7,upper,x,x,x,x
66,7,lower,x,x,x,x
66,8,upper,x,x,x,x
66,8,lower,x,x,x,x
67,1,upper,x,x,x,x
67,1,lower,x,x,x,x
67,2,upper,x,x,x,x
67,2,lower,x,x,x,x
67,3,upper,x,x,x,x
67,3,lower,x,x,x,x
67,4,upper,x,x,x,x
67,4,lower,x,x,x,x
67,5,upper,x,x,x,x
67,5,lower,x,x,x,x
67,6,upper,x,x,x,x
67,6,lower,x,x,x,x
67,7,upper,x,x,x,x
67,7,lower,x,x,x,x
67,8,upper,x,x,x,x
67,8,lower,x,x,x,x
68,1,upper,x,x,x,x
68,1,lower,x,x,x,x
68,2,upper,x,x,x,x
68,2,lower,x,x,x,x
68,3,upper,x,x,x,x
68,3,lower,x,x,x,x
68,4,upper,x,x,x,x
68,4,lower,x,x,x,x
68,5,upper,x,x,x,x
68,5,lower,x,x,x,x
68,6,upper,x,x,x,x
68,6,lower,x,x,x,x
68,7,upper,x,x,x,x
68,7,lower,x,x,x,x
68,8,upper,x,x,x,x
68,8,lower,x,x,x,x
69,1,upper,x,x,x,x
69,1,lower,x,x,x,x
69,2,upper,x,x,x,x
69,2,lower,x,x,x,x
69,3,upper,x,x,x,x
69,3,lower,x,x,x,x
69,4,upper,x,x,x,x
69,4,lower,x,x,x,x
69,5,upper,x,x,x,x
69,5,lower,x,x,x,x
69,6,upper,x,x,x,x
69,6,lower,x,x,x,x
69,7,upper,x,x,x,x
69,7,lower,x,x,x,x
69,8,upper,x,x,x,x
69,8,lower,x,x,x,x
70,1,upper,x,x,x,x
70,1,lower,x,x,x,x
70,2,upper,x,x,x,x
70,2,lower,x,x,x,x
70,3,upper,x,x,x,x
70,3,lower,x,x,x,x
70,4,upper,x,x,x,x
70,4,lower,x,x,x,x
70,5,upper,x,x,x,x
70,5,lower,x,x,x,x
70,6,upper,x,x,x,x
70,6,lower,x,x,x,x
70,7,upper,x,x,x,x
70,7,lower,x,x,x,x
70,8,upper,x,x,x,x
70,8,lower,x,x,x,x
71,1,upper,x,x,x,x
71,1,lower,x,x,x,x
71,2,upper,x,x,x,x
71,2,lower,x,x,x,x
71,3,upper,x,x,x,x
71,3,lower,x,x,x,x
71,4,upper,x,x,x,x
71,4,lower,x,x,x,x
71,5,upper,x,x,x,x
71,5,lower,x,x,x,x
71,6,upper,x,x,x,x
71,6,lower,x,x,x,x
71,7,upper,x,x,x,x
71,7,lower,x,x,x,x
71,8,upper,x,x,x,x
71,8,lower,x,x,x,x
72,1,upper,x,x,x,x
72,1,lower,x,x,x,x
72,2,upper,x,x,x,x
72,2,lower,x,x,x,x
72,3,upper,x,x,x,x
72,3,lower,x,x,x,x
72,4,upper,x,x,x,x
72,4,lower,x,x,x,x
72,5,upper,x,x,x,x
72,5,lower,x,x,x,x
72,6,upper,x,x,x,x
72,6,lower,x,x,x,x
72,7,upper,x,x,x,x
72,7,lower,x,x,x,x
72,8,upper,x,x,x,x
72,8,lower,x,x,x,x
73,1,upper,x,x,x,x
73,1,lower,x,x,x,x
73,2,upper,x,x,x,x
73,2,lower,x,x,x,x
73,3,upper,x,x,x,x
73,3,lower,x,x,x,x
73,4,upper,x,x,x,x
73,4,lower,x,x,x,x
73,5,upper,x,x,x,x
73,5,lower,x,x,x,x
73,6,upper,x,x,x,x
73,6,lower,x,x,x,x
73,7,upper,x,x,x,x
73,7,lower,x,x,x,x
73,8,upper,x,x,x,x
73,8,lower,x,x,x,x
74,1,upper,x,x,x,x
74,1,lower,x,x,x,x
74,2,upper,x,x,x,x
74,2,lower,x,x,x,x
74,3,upper,x,x,x,x
74,3,lower,x,x,x,x
74,4,upper,x,x,x,x
74,4,lower,x,x,x,x
74,5,upper,x,x,x,x
74,5,lower,x,x,x,x
74,6,upper,x,x,x,x
74,6,lower,x,x,x,x
74,7,upper,x,x,x,x
74,7,lower,x,x,x,x
74,8,upper,x,x,x,x
74,8,lower,x,x,x,x
75,1,upper,x,x,x,x
75,1,lower,x,x,x,x
75,2,upper,x,x,x,x
75,2,lower,x,x,x,x
75,3,upper,x,x,x,x
75,3,lower,x,x,x,x
75,4,upper,x,x,x,x
75,4,lower,x,x,x,x
75,5,upper,x,x,x,x
75,5,lower,x,x,x,x
75,6,upper,x,x,x,x
75,6,lower,x,x,x,x
75,7,upper,x,x,x,x
75,7,lower,x,x,x,x
75,8,upper,x,x,x,x
75,8,lower,x,x,x,x
76,1,upper,x,x,x,x
76,1,lower,x,x,x,x
76,2,upper,x,x,x,x
76,2,lower,x,x,x,x
76,3,upper,x,x,x,x
76,3,lower,x,x,x,x
76,4,upper,x,x,x,x
76,4,lower,x,x,x,x
76,5,upper,x,x,x,x
76,5,lower,x,x,x,x
76,6,upper,x,x,x,x
76,6,lower,x,x,x,x
76,7,upper,x,x,x,x
76,7,lower,x,x,x,x
76,8,upper,x,x,x,x
76,8,lower,x,x,x,x
77,1,upper,x,x,x,x
77,1,lower,x,x,x,x
77,2,upper,x,x,x,x
77,2,lower,x,x,x,x
77,3,upper,x,x,x,x
77,3,lower,x,x,x,x
77,4,upper,x,x,x,x
77,4,lower,x,x,x,x
77,5,upper,x,x,x,x
77,5,lower,x,x,x,x
77,6,upper,x,x,x,x
77,6,lower,x,x,x,x
77,7,upper,x,x,x,x
77,7,lower,x,x,x,x
77,8,upper,x,x,x,x
77,8,lower,x,x,x,x
78,1,upper,x,x,x,x
78,1,lower,x,x,x,x
78,2,upper,x,x,x,x
78,2,lower,x,x,x,x
78,3,upper,x,x,x,x
78,3,lower,x,x,x,x
78,4,upper,x,x,x,x
78,4,lower,x,x,x,x
78,5,upper,x,x,x,x
78,5,lower,x,x,x,x
78,6,upper,x,x,x,x
78,6,lower,x,x,x,x
78,7,upper,x,x,x,x
78,7,lower,x,x,x,x
78,8,upper,x,x,x,x
78,8,lower,x,x,x,x
79,1,upper,x,x,x,x
79,1,lower,x,x,x,x
79,2,upper,x,x,x,x
79,2,lower,x,x,x,x
79,3,upper,x,x,x,x
79,3,lower,x,x,x,x
79,4,upper,x,x,x,x
79,4,lower,x,x,x,x
79,5,upper,x,x,x,x
79,5,lower,x,x,x,x
79,6,upper,x,x,x,x
79,6,lower,x,x,x,x
79,7,upper,x,x,x,x
79,7,lower,x,x,x,x
79,8,upper,x,x,x,x
79,8,lower,x,x,x,x
80,1,upper,x,x,x,x
80,1,lower,x,x,x,x
80,2,upper,x,x,x,x
80,2,lower,x,x,x,x
80,3,upper,x,x,x,x
80,3,lower,x,x,x,x
80,4,upper,x,x,x,x
80,4,lower,x,x,x,x
80,5,upper,x,x,x,x
80,5,lower,x,x,x,x
80,6,upper,x,x,x,x
80,6,lower,x,x,x,x
80,7,upper,x,x,x,x
80,7,lower,x,x,x,x
80,8,upper,x,x,x,x
80,8,lower,x,x,x,x
81,1,upper,x,x,x,x
81,1,lower,x,x,x,x
81,2,upper,x,x,x,x
81,2,lower,x,x,x,x
81,3,upper,x,x,x,x
81,3,lower,x,x,x,x
81,4,upper,x,x,x,x
81,4,lower,x,x,x,x
81,5,upper,x,x,x,x
81,5,lower,x,x,x,x
81,6,upper,x,x,x,x
81,6,lower,x,x,x,x
81,7,upper,x,x,x,x
81,7,lower,x,x,x,x
81,8,upper,x,x,x,x
81,8,lower,x,x,x,x
82,1,upper,x,x,x,x
82,1,lower,x,x,x,x
82,2,upper,x,x,x,x
82,2,lower,x,x,x,x
82,3,upper,x,x,x,x
82,3,lower,x,x,x,x
82,4,upper,x,x,x,x
82,4,lower,x,x,x,x
82,5,upper,x,x,x,x
82,5,lower,x,x,x,x
82,6,upper,x,x,x,x
82,6,lower,x,x,x,x
82,7,upper,x,x,x,x
82,7,lower,x,x,x,x
82,8,upper,x,x,x,x
82,8,lower,x,x,x,x
83,1,upper,x,x,x,x
83,1,lower,x,x,x,x
83,2,upper,x,x,x,x
83,2,lower,x,x,x,x
83,3,upper,x,x,x,x
83,3,lower,x,x,x,x
83,4,upper,x,x,x,x
83,4,lower,x,x,x,x
83,5,upper,x,x,x,x
83,5,lower,x,x,x,x
83,6,upper,x,x,x,x
83,6,lower,x,x,x,x
83,7,upper,x,x,x,x
83,7,lower,x,x,x,x
83,8,upper,x,x,x,x
83,8,lower,x,x,x,x
84,1,upper,x,x,x,x
84,1,lower,x,x,x,x
84,2,upper,x,x,x,x
84,2,lower,x,x,x,x
84,3,upper,x,x,x,x
84,3,lower,x,x,x,x
84,4,upper,x,x,x,x
84,4,lower,x,x,x,x
84,5,upper,x,x,x,x
84,5,lower,x,x,x,x
84,6,upper,x,x,x,x
84,6,lower,x,x,x,x
84,7,upper,x,x,x,x
84,7,lower,x,x,x,x
84,8,upper,x,x,x,x
84,8,lower,x,x,x,x
85,1,upper,x,x,x,x
85,1,lower,x,x,x,x
85,2,upper,x,x,x,x
85,2,lower,x,x,x,x
85,3,upper,x,x,x,x
85,3,lower,x,x,x,x
85,4,upper,x,x,x,x
85,4,lower,x,x,x,x
85,5,upper,x,x,x,x
85,5,lower,x,x,x,x
85,6,upper,x,x,x,x
85,6,lower,x,x,x,x
85,7,upper,x,x,x,x
85,7,lower,x,x,x,x
85,8,upper,x,x,x,x
85,8,lower,x,x,x,x
86,1,upper,x,x,x,x
86,1,lower,x,x,x,x
86,2,upper,x,x,x,x
86,2,lower,x,x,x,x
86,3,upper,x,x,x,x
86,3,lower,x,x,x,x
86,4,upper,x,x,x,x
86,4,lower,x,x,x,x
86,5,upper,x,x,x,x
86,5,lower,x,x,x,x
86,6,upper,x,x,x,x
86,6,lower,x,x,x,x
86,7,upper,x,x,x,x
86,7,lower,x,x,x,x
86,8,upper,x,x,x,x
86,8,lower,x,x,x,x
87,1,upper,x,x,x,x
87,1,lower,x,x,x,x
87,2,upper,x,x,x,x
87,2,lower,x,x,x,x
87,3,upper,x,x,x,x
87,3,lower,x,x,x,x
87,4,upper,x,x,x,x
87,4,lower,x,x,x,x
87,5,upper,x,x,x,x
87,5,lower,x,x,x,x
87,6,upper,x,x,x,x
87,6,lower,x,x,x,x
87,7,upper,x,x,x,x
87,7,lower,x,x,x,x
87,8,upper,x,x,x,x
87,8,lower,x,x,x,x
88,1,upper,x,x,x,x
88,1,lower,x,x,x,x
88,2,upper,x,x,x,x
88,2,lower,x,x,x,x
88,3,upper,x,x,x,x
88,3,lower,x,x,x,x
88,4,upper,x,x,x,x
88,4,lower,x,x,x,x
88,5,upper,x,x,x,x
88,5,lower,x,x,x,x
88,6,upper,x,x,x,x
88,6,lower,x,x,x,x
88,7,upper,x,x,x,x
88,7,lower,x,x,x,x
88,8,upper,x,x,x,x
88,8,lower,x,x,x,x
89,1,upper,x,x,x,x
89,1,lower,x,x,x,x
89,2,upper,x,x,x,x
89,2,lower,x,x,x,x
89,3,upper,x,x,x,x
89,3,lower,x,x,x,x
89,4,upper,x,x,x,x
89,4,lower,x,x,x,x
89,5,upper,x,x,x,x
89,5,lower,x,x,x,x
89,6,upper,x,x,x,x
89,6,lower,x,x,x,x
89,7,upper,x,x,x,x
89,7,lower,x,x,x,x
89,8,upper,x,x,x,x
89,8,lower,x,x,x,x
90,1,upper,x,x,x,x
90,1,lower,x,x,x,x
90,2,upper,x,x,x,x
90,2,lower,x,x,x,x
90,3,upper,x,x,x,x
90,3,lower,x,x,x,x
90,4,upper,x,x,x,x
90,4,lower,x,x,x,x
90,5,upper,x,x,x,x
90,5,lower,x,x,x,x
90,6,upper,x,x,x,x
90,6,lower,x,x,x,x
90,7,upper,x,x,x,x
90,7,lower,x,x,x,x
90,8,upper,x,x,x,x
90,8,lower,x,x,x,x
91,1,upper,x,x,x,x
91,1,lower,x,x,x,x
91,2,upper,x,x,x,x
91,2,lower,x,x,x,x
91,3,upper,x,x,x,x
91,3,lower,x,x,x,x
91,4,upper,x,x,x,x
91,4,lower,x,x,x,x
91,5,upper,x,x,x,x
91,5,lower,x,x,x,x
91,6,upper,x,x,x,x
91,6,lower,x,x,x,x
91,7,upper,x,x,x,x
91,7,lower,x,x,x,x
91,8,upper,x,x,x,x
91,8,lower,x,x,x,x
92,1,upper,x,x,x,x
92,1,lower,x,x,x,x
92,2,upper,x,x,x,x
92,2,lower,x,x,x,x
92,3,upper,x,x,x,x
92,3,lower,x,x,x,x
92,4,upper,x,x,x,x
92,4,lower,x,x,x,x
92,5,upper,x,x,x,x
92,5,lower,x,x,x,x
92,6,upper,x,x,x,x
92,6,lower,x,x,x,x
92,7,upper,x,x,x,x
92,7,lower,x,x,x,x
92,8,upper,x,x,x,x
92,8,lower,x,x,x,x
93,1,upper,x,x,x,x
93,1,lower,x,x,x,x
93,2,upper,x,x,x,x
93,2,lower,x,x,x,x
93,3,upper,x,x,x,x
93,3,lower,x,x,x,x
93,4,upper,x,x,x,x
93,4,lower,x,x,x,x
93,5,upper,x,x,x,x
93,5,lower,x,x,x,x
93,6,upper,x,x,x,x
93,6,lower,x,x,x,x
93,7,upper,x,x,x,x
93,7,lower,x,x,x,x
93,8,upper,x,x,x,x
93,8,lower,x,x,x,x
94,1,upper,x,x,x,x
94,1,lower,x,x,x,x
94,2,upper,x,x,x,x
94,2,lower,x,x,x,x
94,3,upper,x,x,x,x
94,3,lower,x,x,x,x
94,4,upper,x,x,x,x
94,4,lower,x,x,x,x
94,5,upper,x,x,x,x
94,5,lower,x,x,x,x
94,6,upper,x,x,x,x
94,6,lower,x,x,x,x
94,7,upper,x,x,x,x
94,7,lower,x,x,x,x
94,8,upper,x,x,x,x
94,8,lower,x,x,x,x
95,1,upper,x,x,x,x
95,1,lower,x,x,x,x
95,2,upper,x,x,x,x
95,2,lower,x,x,x,x
95,3,upper,x,x,x,x
95,3,lower,x,x,x,x
95,4,upper,x,x,x,x
95,4,lower,x,x,x,x
95,5,upper,x,x,x,x
95,5,lower,x,x,x,x
95,6,upper,x,x,x,x
95,6,lower,x,x,x,x
95,7,upper,x,x,x,x
95,7,lower,x,x,x,x
95,8,upper,x,x,x,x
95,8,lower,x,x,x,x
96,1,upper,x,x,x,x
96,1,lower,x,x,x,x
96,2,upper,x,x,x,x
96,2,lower,x,x,x,x
96,3,upper,x,x,x,x
96,3,lower,x,x,x,x
96,4,upper,x,x,x,x
96,4,lower,x,x,x,x
96,5,upper,x,x,x,x
96,5,lower,x,x,x,x
96,6,upper,x,x,x,x
96,6,lower,x,x,x,x
96,7,upper,x,x,x,x
96,7,lower,x,x,x,x
96,8,upper,x,x,x,x
96,8,lower,x,x,x,x
97,1,upper,x,x,x,x
97,1,lower,x,x,x,x
97,2,upper,x,x,x,x
97,2,lower,x,x,x,x
97,3,upper,x,x,x,x
97,3,lower,x,x,x,x
97,4,upper,x,x,x,x
97,4,lower,x,x,x,x
97,5,upper,x,x,x,x
97,5,lower,x,x,x,x
97,6,upper,x,x,x,x
97,6,lower,x,x,x,x
97,7,upper,x,x,x,x
97,7,lower,x,x,x,x
97,8,upper,x,x,x,x
97,8,lower,x,x,x,x
98,1,upper,x,x,x,x
98,1,lower,x,x,x,x
98,2,upper,x,x,x,x
98,2,lower,x,x,x,x
98,3,upper,x,x,x,x
98,3,lower,x,x,x,x
98,4,upper,x,x,x,x
98,4,lower,x,x,x,x
98,5,upper,x,x,x,x
98,5,lower,x,x,x,x
98,6,upper,x,x,x,x
98,6,lower,x,x,x,x
98,7,upper,x,x,x,x
98,7,lower,x,x,x,x
98,8,upper,x,x,x,x
98,8,lower,x,x,x,x
99,1,upper,x,x,x,x
99,1,lower,x,x,x,x
99,2,upper,x,x,x,x
99,2,lower,x,x,x,x
99,3,upper,x,x,x,x
99,3,lower,x,x,x,x
99,4,upper,x,x,x,x
99,4,lower,x,x,x,x
99,5,upper,x,x,x,x
99,5,lower,x,x,x,x
99,6,upper,x,x,x,x
99,6,lower,x,x,x,x
99,7,upper,x,x,x,x
99,7,lower,x,x,x,x
99,8,upper,x,x,x,x
99,8,lower,x,x,x,x
100,1,upper,x,x,x,x
100,1,lower,x,x,x,x
100,2,upper,x,x,x,x
100,2,lower,x,x,x,x
100,3,upper,x,x,x,x
100,3,lower,x,x,x,x
100,4,upper,x,x,x,x
100,4,lower,x,x,x,x
100,5,upper,x,x,x,x
100,5,lower,x,x,x,x
100,6,upper,x,x,x,x
100,6,lower,x,x,x,x
100,7,upper,x,x,x,x
100,7,lower,x,x,x,x
100,8,upper,x,x,x,x
100,8,lower,x,x,x,x
101,1,upper,x,x,x,x
101,1,lower,x,x,x,x
101,2,upper,x,x,x,x
101,2,lower,x,x,x,x
101,3,upper,x,x,x,x
101,3,lower,x,x,x,x
101,4,upper,x,x,x,x
101,4,lower,x,x,x,x
101,5,upper,x,x,x,x
101,5,lower,x,x,x,x
101,6,upper,x,x,x,x
101,6,lower,x,x,x,x
101,7,upper,x,x,x,x
101,7,lower,x,x,x,x
101,8,upper,x,x,x,x
101,8,lower,x,x,x,x
102,1,upper,x,x,x,x
102,1,lower,x,x,x,x
102,2,upper,x,x,x,x
102,2,lower,x,x,x,x
102,3,upper,x,x,x,x
102,3,lower,x,x,x,x
102,4,upper,x,x,x,x
102,4,lower,x,x,x,x
102,5,upper,x,x,x,x
102,5,lower,x,x,x,x
102,6,upper,x,x,x,x
102,6,lower,x,x,x,x
102,7,upper,x,x,x,x
102,7,lower,x,x,x,x
102,8,upper,x,x,x,x
102,8,lower,x,x,x,x
103,1,upper,x,x,x,x
103,1,lower,x,x,x,x
103,2,upper,x,x,x,x
103,2,lower,x,x,x,x
103,3,upper,x,x,x,x
103,3,lower,x,x,x,x
103,4,upper,x,x,x,x
103,4,lower,x,x,x,x
103,5,upper,x,x,x,x
103,5,lower,x,x,x,x
103,6,upper,x,x,x,x
103,6,lower,x,x,x,x
103,7,upper,x,x,x,x
103,7,lower,x,x,x,x
103,8,upper,x,x,x,x
103,8,lower,x,x,x,x
104,1,upper,x,x,x,x
104,1,lower,x,x,x,x
104,2,upper,x,x,x,x
104,2,lower,x,x,x,x
104,3,upper,x,x,x,x
104,3,lower,x,x,x,x
104,4,upper,x,x,x,x
104,4,lower,x,x,x,x
104,5,upper,x,x,x,x
104,5,lower,x,x,x,x
104,6,upper,x,x,x,x
104,6,lower,x,x,x,x
104,7,upper,x,x,x,x
104,7,lower,x,x,x,x
104,8,upper,x,x,x,x
104,8,lower,x,x,x,x
105,1,upper,x,x,x,x
105,1,lower,x,x,x,x
105,2,upper,x,x,x,x
105,2,lower,x,x,x,x
105,3,upper,x,x,x,x
105,3,lower,x,x,x,x
105,4,upper,x,x,x,x
105,4,lower,x,x,x,x
105,5,upper,x,x,x,x
105,5,lower,x,x,x,x
105,6,upper,x,x,x,x
105,6,lower,x,x,x,x
105,7,upper,x,x,x,x
105,7,lower,x,x,x,x
105,8,upper,x,x,x,x
105,8,lower,x,x,x,x
106,1,upper,x,x,x,x
106,1,lower,x,x,x,x
106,2,upper,x,x,x,x
106,2,lower,x,x,x,x
106,3,upper,x,x,x,x
106,3,lower,x,x,x,x
106,4,upper,x,x,x,x
106,4,lower,x,x,x,x
106,5,upper,x,x,x,x
106,5,lower,x,x,x,x
106,6,upper,x,x,x,x
106,6,lower,x,x,x,x
106,7,upper,x,x,x,x
106,7,lower,x,x,x,x
106,8,upper,x,x,x,x
106,8,lower,x,x,x,x
107,1,upper,x,x,x,x
107,1,lower,x,x,x,x
107,2,upper,x,x,x,x
107,2,lower,x,x,x,x
107,3,upper,x,x,x,x
107,3,lower,x,x,x,x
107,4,upper,x,x,x,x
107,4,lower,x,x,x,x
107,5,upper,x,x,x,x
107,5,lower,x,x,x,x
107,6,upper,x,x,x,x
107,6,lower,x,x,x,x
107,7,upper,x,x,x,x
107,7,lower,x,x,x,x
107,8,upper,x,x,x,x
107,8,lower,x,x,x,x
108,1,upper,x,x,x,x
108,1,lower,x,x,x,x
108,2,upper,x,x,x,x
108,2,lower,x,x,x,x
108,3,upper,x,x,x,x
108,3,lower,x,x,x,x
108,4,upper,x,x,x,x
108,4,lower,x,x,x,x
108,5,upper,x,x,x,x
108,5,lower,x,x,x,x
108,6,upper,x,x,x,x
108,6,lower,x,x,x,x
108,7,upper,x,x,x,x
108,7,lower,x,x,x,x
108,8,upper,x,x,x,x
108,8,lower,x,x,x,x
109,1,upper,x,x,x,x
109,1,lower,x,x,x,x
109,2,upper,x,x,x,x
109,2,lower,x,x,x,x
109,3,upper,x,x,x,x
109,3,lower,x,x,x,x
109,4,upper,x,x,x,x
109,4,lower,x,x,x,x
109,5,upper,x,x,x,x
109,5,lower,x,x,x,x
109,6,upper,x,x,x,x
109,6,lower,x,x,x,x
109,7,upper,x,x,x,x
109,7,lower,x,x,x,x
109,8,upper,x,x,x,x
109,8,lower,x,x,x,x
110,1,upper,x,x,x,x
110,1,lower,x,x,x,x
110,2,upper,x,x,x,x
110,2,lower,x,x,x,x
110,3,upper,x,x,x,x
110,3,lower,x,x,x,x
110,4,upper,x,x,x,x
110,4,lower,x,x,x,x
110,5,upper,x,x,x,x
110,5,lower,x,x,x,x
110,6,upper,x,x,x,x
110,6,lower,x,x,x,x
110,7,upper,x,x,x,x
110,7,lower,x,x,x,x
110,8,upper,x,x,x,x
110,8,lower,x,x,x,x
111,1,upper,x,x,x,x
111,1,lower,x,x,x,x
111,2,upper,x,x,x,x
111,2,lower,x,x,x,x
111,3,upper,x,x,x,x
111,3,lower,x,x,x,x
111,4,upper,x,x,x,x
111,4,lower,x,x,x,x
111,5,upper,x,x,x,x
111,5,lower,x,x,x,x
111,6,upper,x,x,x,x
111,6,lower,x,x,x,x
111,7,upper,x,x,x,x
111,7,lower,x,x,x,x
111,8,upper,x,x,x,x
111,8,lower,x,x,x,x
112,1,upper,x,x,x,x
112,1,lower,x,x,x,x
112,2,upper,x,x,x,x
112,2,lower,x,x,x,x
112,3,upper,x,x,x,x
112,3,lower,x,x,x,x
112,4,upper,x,x,x,x
112,4,lower,x,x,x,x
112,5,upper,x,x,x,x
112,5,lower,x,x,x,x
112,6,upper,x,x,x,x
112,6,lower,x,x,x,x
112,7,upper,x,x,x,x
112,7,lower,x,x,x,x
112,8,upper,x,x,x,x
112,8,lower,x,x,x,x
113,1,upper,x,x,x,x
113,1,lower,x,x,x,x
113,2,upper,x,x,x,x
113,2,lower,x,x,x,x
113,3,upper,x,x,x,x
113,3,lower,x,x,x,x
113,4,upper,x,x,x,x
113,4,lower,x,x,x,x
113,5,upper,x,x,x,x
113,5,lower,x,x,x,x
113,6,upper,x,x,x,x
113,6,lower,x,x,x,x
113,7,upper,x,x,x,x
113,7,lower,x,x,x,x
113,8,upper,x,x,x,x
113,8,lower,x,x,x,x
114,1,upper,x,x,x,x
114,1,lower,x,x,x,x
114,2,upper,x,x,x,x
114,2,lower,x,x,x,x
114,3,upper,x,x,x,x
114,3,lower,x,x,x,x
114,4,upper,x,x,x,x
114,4,lower,x,x,x,x
114,5,upper,x,x,x,x
114,5,lower,x,x,x,x
114,6,upper,x,x,x,x
114,6,lower,x,x,x,x
114,7,upper,x,x,x,x
114,7,lower,x,x,x,x
114,8,upper,x,x,x,x
114,8,lower,x,x,x,x
115,1,upper,x,x,x,x
115,1,lower,x,x,x,x
115,2,upper,x,x,x,x
115,2,lower,x,x,x,x
115,3,upper,x,x,x,x
115,3,lower,x,x,x,x
115,4,upper,x,x,x,x
115,4,lower,x,x,x,x
115,5,upper,x,x,x,x
115,5,lower,x,x,x,x
115,6,upper,x,x,x,x
115,6,lower,x,x,x,x
115,7,upper,x,x,x,x
115,7,lower,x,x,x,x
115,8,upper,x,x,x,x
115,8,lower,x,x,x,x
116,1,upper,x,x,x,x
