unit_id,hier_cell,ref_name,loc,bel,site,tile,grid_x,grid_y,stage_id,module_role,data_role,ecc_codeword_rule,ecc_symbol_rule,is_used,is_shared
14177,u/s10/pair_phase_reg,FDRE,SLICE_X77Y309,SLICEL.AFF,SLICE_X77Y309,CLBLL_R_X53Y309,223,618,,,,,,1,0
14178,u/s10/pending0_im_reg[0],FDRE,SLICE_X75Y327,SLICEL.AFF,SLICE_X75Y327,CLBLM_R_X51Y327,215,654,,,,,,1,0
14179,u/s10/pending0_im_reg[10],FDRE,SLICE_X75Y325,SLICEL.AFF,SLICE_X75Y325,CLBLM_R_X51Y325,215,650,,,,,,1,0
14180,u/s10/pending0_im_reg[11],FDRE,SLICE_X74Y324,SLICEM.AFF,SLICE_X74Y324,CLBLM_R_X51Y324,213,648,,,,,,1,0
14181,u/s10/pending0_im_reg[12],FDRE,SLICE_X74Y324,SLICEM.BFF,SLICE_X74Y324,CLBLM_R_X51Y324,213,648,,,,,,1,0
14182,u/s10/pending0_im_reg[13],FDRE,SLICE_X75Y329,SLICEL.AFF,SLICE_X75Y329,CLBLM_R_X51Y329,215,658,,,,,,1,0
14183,u/s10/pending0_im_reg[14],FDRE,SLICE_X73Y330,SLICEL.AFF,SLICE_X73Y330,CLBLM_L_X50Y330,211,660,,,,,,1,0
14184,u/s10/pending0_im_reg[15],FDRE,SLICE_X73Y330,SLICEL.BFF,SLICE_X73Y330,CLBLM_L_X50Y330,211,660,,,,,,1,0
14185,u/s10/pending0_im_reg[16],FDRE,SLICE_X72Y330,SLICEM.AFF,SLICE_X72Y330,CLBLM_L_X50Y330,209,660,,,,,,1,0
14186,u/s10/pending0_im_reg[17],FDRE,SLICE_X72Y330,SLICEM.BFF,SLICE_X72Y330,CLBLM_L_X50Y330,209,660,,,,,,1,0
14187,u/s10/pending0_im_reg[18],FDRE,SLICE_X75Y330,SLICEL.AFF,SLICE_X75Y330,CLBLM_R_X51Y330,215,660,,,,,,1,0
14188,u/s10/pending0_im_reg[19],FDRE,SLICE_X74Y326,SLICEM.AFF,SLICE_X74Y326,CLBLM_R_X51Y326,213,652,,,,,,1,0
14189,u/s10/pending0_im_reg[1],FDRE,SLICE_X74Y326,SLICEM.BFF,SLICE_X74Y326,CLBLM_R_X51Y326,213,652,,,,,,1,0
14190,u/s10/pending0_im_reg[20],FDRE,SLICE_X73Y332,SLICEL.AFF,SLICE_X73Y332,CLBLM_L_X50Y332,211,664,,,,,,1,0
14191,u/s10/pending0_im_reg[21],FDRE,SLICE_X73Y332,SLICEL.BFF,SLICE_X73Y332,CLBLM_L_X50Y332,211,664,,,,,,1,0
14192,u/s10/pending0_im_reg[22],FDRE,SLICE_X75Y330,SLICEL.BFF,SLICE_X75Y330,CLBLM_R_X51Y330,215,660,,,,,,1,0
14193,u/s10/pending0_im_reg[23],FDRE,SLICE_X73Y332,SLICEL.CFF,SLICE_X73Y332,CLBLM_L_X50Y332,211,664,,,,,,1,0
14194,u/s10/pending0_im_reg[24],FDRE,SLICE_X73Y333,SLICEL.AFF,SLICE_X73Y333,CLBLM_L_X50Y333,211,666,,,,,,1,0
14195,u/s10/pending0_im_reg[25],FDRE,SLICE_X73Y332,SLICEL.DFF,SLICE_X73Y332,CLBLM_L_X50Y332,211,664,,,,,,1,0
14196,u/s10/pending0_im_reg[26],FDRE,SLICE_X73Y333,SLICEL.BFF,SLICE_X73Y333,CLBLM_L_X50Y333,211,666,,,,,,1,0
14197,u/s10/pending0_im_reg[27],FDRE,SLICE_X73Y333,SLICEL.CFF,SLICE_X73Y333,CLBLM_L_X50Y333,211,666,,,,,,1,0
14198,u/s10/pending0_im_reg[28],FDRE,SLICE_X74Y336,SLICEM.AFF,SLICE_X74Y336,CLBLM_R_X51Y336,213,672,,,,,,1,0
14199,u/s10/pending0_im_reg[29],FDRE,SLICE_X74Y336,SLICEM.BFF,SLICE_X74Y336,CLBLM_R_X51Y336,213,672,,,,,,1,0
14200,u/s10/pending0_im_reg[2],FDRE,SLICE_X75Y325,SLICEL.BFF,SLICE_X75Y325,CLBLM_R_X51Y325,215,650,,,,,,1,0
14201,u/s10/pending0_im_reg[30],FDRE,SLICE_X83Y336,SLICEL.BFF,SLICE_X83Y336,CLBLL_L_X56Y336,235,672,,,,,,1,0
14202,u/s10/pending0_im_reg[31],FDRE,SLICE_X73Y334,SLICEL.AFF,SLICE_X73Y334,CLBLM_L_X50Y334,211,668,,,,,,1,0
14203,u/s10/pending0_im_reg[32],FDRE,SLICE_X74Y336,SLICEM.CFF,SLICE_X74Y336,CLBLM_R_X51Y336,213,672,,,,,,1,0
14204,u/s10/pending0_im_reg[33],FDRE,SLICE_X74Y338,SLICEM.AFF,SLICE_X74Y338,CLBLM_R_X51Y338,213,676,,,,,,1,0
14205,u/s10/pending0_im_reg[34],FDRE,SLICE_X74Y337,SLICEM.AFF,SLICE_X74Y337,CLBLM_R_X51Y337,213,674,,,,,,1,0
14206,u/s10/pending0_im_reg[3],FDRE,SLICE_X74Y324,SLICEM.CFF,SLICE_X74Y324,CLBLM_R_X51Y324,213,648,,,,,,1,0
14207,u/s10/pending0_im_reg[4],FDRE,SLICE_X75Y326,SLICEL.AFF,SLICE_X75Y326,CLBLM_R_X51Y326,215,652,,,,,,1,0
14208,u/s10/pending0_im_reg[5],FDRE,SLICE_X75Y327,SLICEL.BFF,SLICE_X75Y327,CLBLM_R_X51Y327,215,654,,,,,,1,0
14209,u/s10/pending0_im_reg[6],FDRE,SLICE_X75Y326,SLICEL.BFF,SLICE_X75Y326,CLBLM_R_X51Y326,215,652,,,,,,1,0
14210,u/s10/pending0_im_reg[7],FDRE,SLICE_X75Y327,SLICEL.CFF,SLICE_X75Y327,CLBLM_R_X51Y327,215,654,,,,,,1,0
14211,u/s10/pending0_im_reg[8],FDRE,SLICE_X75Y326,SLICEL.CFF,SLICE_X75Y326,CLBLM_R_X51Y326,215,652,,,,,,1,0
14212,u/s10/pending0_im_reg[9],FDRE,SLICE_X74Y323,SLICEM.AFF,SLICE_X74Y323,CLBLM_R_X51Y323,213,646,,,,,,1,0
14213,u/s10/pending0_re_reg[0],FDRE,SLICE_X86Y326,SLICEL.AFF,SLICE_X86Y326,CLBLL_L_X58Y326,241,652,,,,,,1,0
14214,u/s10/pending0_re_reg[10],FDRE,SLICE_X80Y324,SLICEL.AFF,SLICE_X80Y324,CLBLL_R_X55Y324,229,648,,,,,,1,0
14215,u/s10/pending0_re_reg[11],FDRE,SLICE_X85Y325,SLICEL.AFF,SLICE_X85Y325,CLBLL_R_X57Y325,239,650,,,,,,1,0
14216,u/s10/pending0_re_reg[12],FDRE,SLICE_X85Y322,SLICEL.AFF,SLICE_X85Y322,CLBLL_R_X57Y322,239,644,,,,,,1,0
14217,u/s10/pending0_re_reg[13],FDRE,SLICE_X84Y322,SLICEL.AFF,SLICE_X84Y322,CLBLL_R_X57Y322,237,644,,,,,,1,0
14218,u/s10/pending0_re_reg[14],FDRE,SLICE_X84Y326,SLICEL.AFF,SLICE_X84Y326,CLBLL_R_X57Y326,237,652,,,,,,1,0
14219,u/s10/pending0_re_reg[15],FDRE,SLICE_X92Y329,SLICEM.AFF,SLICE_X92Y329,CLBLM_L_X62Y329,253,658,,,,,,1,0
14220,u/s10/pending0_re_reg[16],FDRE,SLICE_X92Y329,SLICEM.BFF,SLICE_X92Y329,CLBLM_L_X62Y329,253,658,,,,,,1,0
14221,u/s10/pending0_re_reg[17],FDRE,SLICE_X93Y329,SLICEL.AFF,SLICE_X93Y329,CLBLM_L_X62Y329,255,658,,,,,,1,0
14222,u/s10/pending0_re_reg[18],FDRE,SLICE_X92Y329,SLICEM.CFF,SLICE_X92Y329,CLBLM_L_X62Y329,253,658,,,,,,1,0
14223,u/s10/pending0_re_reg[19],FDRE,SLICE_X84Y322,SLICEL.BFF,SLICE_X84Y322,CLBLL_R_X57Y322,237,644,,,,,,1,0
14224,u/s10/pending0_re_reg[1],FDRE,SLICE_X86Y326,SLICEL.BFF,SLICE_X86Y326,CLBLL_L_X58Y326,241,652,,,,,,1,0
14225,u/s10/pending0_re_reg[20],FDRE,SLICE_X86Y336,SLICEL.AFF,SLICE_X86Y336,CLBLL_L_X58Y336,241,672,,,,,,1,0
14226,u/s10/pending0_re_reg[21],FDRE,SLICE_X92Y332,SLICEM.BFF,SLICE_X92Y332,CLBLM_L_X62Y332,253,664,,,,,,1,0
14227,u/s10/pending0_re_reg[22],FDRE,SLICE_X92Y329,SLICEM.DFF,SLICE_X92Y329,CLBLM_L_X62Y329,253,658,,,,,,1,0
14228,u/s10/pending0_re_reg[23],FDRE,SLICE_X94Y330,SLICEL.AFF,SLICE_X94Y330,CLBLL_R_X63Y330,257,660,,,,,,1,0
14229,u/s10/pending0_re_reg[24],FDRE,SLICE_X93Y328,SLICEL.BFF,SLICE_X93Y328,CLBLM_L_X62Y328,255,656,,,,,,1,0
14230,u/s10/pending0_re_reg[25],FDRE,SLICE_X93Y331,SLICEL.BFF,SLICE_X93Y331,CLBLM_L_X62Y331,255,662,,,,,,1,0
14231,u/s10/pending0_re_reg[26],FDRE,SLICE_X86Y336,SLICEL.BFF,SLICE_X86Y336,CLBLL_L_X58Y336,241,672,,,,,,1,0
14232,u/s10/pending0_re_reg[27],FDRE,SLICE_X93Y331,SLICEL.AFF,SLICE_X93Y331,CLBLM_L_X62Y331,255,662,,,,,,1,0
14233,u/s10/pending0_re_reg[28],FDRE,SLICE_X86Y337,SLICEL.AFF,SLICE_X86Y337,CLBLL_L_X58Y337,241,674,,,,,,1,0
14234,u/s10/pending0_re_reg[29],FDRE,SLICE_X94Y330,SLICEL.BFF,SLICE_X94Y330,CLBLL_R_X63Y330,257,660,,,,,,1,0
14235,u/s10/pending0_re_reg[2],FDRE,SLICE_X85Y325,SLICEL.BFF,SLICE_X85Y325,CLBLL_R_X57Y325,239,650,,,,,,1,0
14236,u/s10/pending0_re_reg[30],FDRE,SLICE_X83Y336,SLICEL.CFF,SLICE_X83Y336,CLBLL_L_X56Y336,235,672,,,,,,1,0
14237,u/s10/pending0_re_reg[31],FDRE,SLICE_X93Y329,SLICEL.BFF,SLICE_X93Y329,CLBLM_L_X62Y329,255,658,,,,,,1,0
14238,u/s10/pending0_re_reg[32],FDRE,SLICE_X86Y336,SLICEL.CFF,SLICE_X86Y336,CLBLL_L_X58Y336,241,672,,,,,,1,0
14239,u/s10/pending0_re_reg[33],FDRE,SLICE_X86Y337,SLICEL.BFF,SLICE_X86Y337,CLBLL_L_X58Y337,241,674,,,,,,1,0
14240,u/s10/pending0_re_reg[34],FDRE,SLICE_X86Y337,SLICEL.CFF,SLICE_X86Y337,CLBLL_L_X58Y337,241,674,,,,,,1,0
14241,u/s10/pending0_re_reg[3],FDRE,SLICE_X85Y322,SLICEL.BFF,SLICE_X85Y322,CLBLL_R_X57Y322,239,644,,,,,,1,0
14242,u/s10/pending0_re_reg[4],FDRE,SLICE_X84Y326,SLICEL.BFF,SLICE_X84Y326,CLBLL_R_X57Y326,237,652,,,,,,1,0
14243,u/s10/pending0_re_reg[5],FDRE,SLICE_X86Y326,SLICEL.CFF,SLICE_X86Y326,CLBLL_L_X58Y326,241,652,,,,,,1,0
14244,u/s10/pending0_re_reg[6],FDRE,SLICE_X85Y325,SLICEL.CFF,SLICE_X85Y325,CLBLL_R_X57Y325,239,650,,,,,,1,0
14245,u/s10/pending0_re_reg[7],FDRE,SLICE_X86Y326,SLICEL.DFF,SLICE_X86Y326,CLBLL_L_X58Y326,241,652,,,,,,1,0
14246,u/s10/pending0_re_reg[8],FDRE,SLICE_X85Y325,SLICEL.DFF,SLICE_X85Y325,CLBLL_R_X57Y325,239,650,,,,,,1,0
14247,u/s10/pending0_re_reg[9],FDRE,SLICE_X84Y322,SLICEL.CFF,SLICE_X84Y322,CLBLL_R_X57Y322,237,644,,,,,,1,0
14248,u/s10/pending1_im_reg[0],FDRE,SLICE_X119Y326,SLICEL.AFF,SLICE_X119Y326,CLBLM_R_X81Y326,331,652,,,,,,1,0
14249,u/s10/pending1_im_reg[10],FDRE,SLICE_X123Y330,SLICEL.AFF,SLICE_X123Y330,CLBLM_R_X83Y330,339,660,,,,,,1,0
14250,u/s10/pending1_im_reg[11],FDRE,SLICE_X119Y325,SLICEL.AFF,SLICE_X119Y325,CLBLM_R_X81Y325,331,650,,,,,,1,0
14251,u/s10/pending1_im_reg[12],FDRE,SLICE_X124Y335,SLICEM.AFF,SLICE_X124Y335,CLBLM_L_X84Y335,341,670,,,,,,1,0
14252,u/s10/pending1_im_reg[13],FDRE,SLICE_X121Y332,SLICEL.AFF,SLICE_X121Y332,CLBLM_L_X82Y332,335,664,,,,,,1,0
14253,u/s10/pending1_im_reg[14],FDRE,SLICE_X123Y334,SLICEL.AFF,SLICE_X123Y334,CLBLM_R_X83Y334,339,668,,,,,,1,0
14254,u/s10/pending1_im_reg[15],FDRE,SLICE_X121Y332,SLICEL.BFF,SLICE_X121Y332,CLBLM_L_X82Y332,335,664,,,,,,1,0
14255,u/s10/pending1_im_reg[16],FDRE,SLICE_X123Y334,SLICEL.BFF,SLICE_X123Y334,CLBLM_R_X83Y334,339,668,,,,,,1,0
14256,u/s10/pending1_im_reg[17],FDRE,SLICE_X123Y334,SLICEL.CFF,SLICE_X123Y334,CLBLM_R_X83Y334,339,668,,,,,,1,0
14257,u/s10/pending1_im_reg[18],FDRE,SLICE_X125Y334,SLICEL.AFF,SLICE_X125Y334,CLBLM_L_X84Y334,343,668,,,,,,1,0
14258,u/s10/pending1_im_reg[19],FDRE,SLICE_X121Y334,SLICEL.AFF,SLICE_X121Y334,CLBLM_L_X82Y334,335,668,,,,,,1,0
14259,u/s10/pending1_im_reg[1],FDRE,SLICE_X119Y325,SLICEL.BFF,SLICE_X119Y325,CLBLM_R_X81Y325,331,650,,,,,,1,0
14260,u/s10/pending1_im_reg[20],FDRE,SLICE_X121Y337,SLICEL.AFF,SLICE_X121Y337,CLBLM_L_X82Y337,335,674,,,,,,1,0
14261,u/s10/pending1_im_reg[21],FDRE,SLICE_X121Y335,SLICEL.AFF,SLICE_X121Y335,CLBLM_L_X82Y335,335,670,,,,,,1,0
14262,u/s10/pending1_im_reg[22],FDRE,SLICE_X120Y337,SLICEM.AFF,SLICE_X120Y337,CLBLM_L_X82Y337,333,674,,,,,,1,0
14263,u/s10/pending1_im_reg[23],FDRE,SLICE_X121Y335,SLICEL.BFF,SLICE_X121Y335,CLBLM_L_X82Y335,335,670,,,,,,1,0
14264,u/s10/pending1_im_reg[24],FDRE,SLICE_X121Y337,SLICEL.BFF,SLICE_X121Y337,CLBLM_L_X82Y337,335,674,,,,,,1,0
14265,u/s10/pending1_im_reg[25],FDRE,SLICE_X120Y337,SLICEM.BFF,SLICE_X120Y337,CLBLM_L_X82Y337,333,674,,,,,,1,0
14266,u/s10/pending1_im_reg[26],FDRE,SLICE_X121Y336,SLICEL.AFF,SLICE_X121Y336,CLBLM_L_X82Y336,335,672,,,,,,1,0
14267,u/s10/pending1_im_reg[27],FDRE,SLICE_X121Y336,SLICEL.BFF,SLICE_X121Y336,CLBLM_L_X82Y336,335,672,,,,,,1,0
14268,u/s10/pending1_im_reg[28],FDRE,SLICE_X117Y337,SLICEL.BFF,SLICE_X117Y337,CLBLM_R_X79Y337,323,674,,,,,,1,0
14269,u/s10/pending1_im_reg[29],FDRE,SLICE_X120Y337,SLICEM.CFF,SLICE_X120Y337,CLBLM_L_X82Y337,333,674,,,,,,1,0
14270,u/s10/pending1_im_reg[2],FDRE,SLICE_X117Y326,SLICEL.AFF,SLICE_X117Y326,CLBLM_R_X79Y326,323,652,,,,,,1,0
14271,u/s10/pending1_im_reg[30],FDRE,SLICE_X112Y339,SLICEM.BFF,SLICE_X112Y339,CLBLM_L_X76Y339,309,678,,,,,,1,0
14272,u/s10/pending1_im_reg[31],FDRE,SLICE_X118Y339,SLICEM.AFF,SLICE_X118Y339,CLBLM_R_X81Y339,329,678,,,,,,1,0
14273,u/s10/pending1_im_reg[32],FDRE,SLICE_X118Y339,SLICEM.BFF,SLICE_X118Y339,CLBLM_R_X81Y339,329,678,,,,,,1,0
14274,u/s10/pending1_im_reg[33],FDRE,SLICE_X112Y338,SLICEM.BFF,SLICE_X112Y338,CLBLM_L_X76Y338,309,676,,,,,,1,0
14275,u/s10/pending1_im_reg[34],FDRE,SLICE_X116Y339,SLICEM.AFF,SLICE_X116Y339,CLBLM_R_X79Y339,321,678,,,,,,1,0
14276,u/s10/pending1_im_reg[3],FDRE,SLICE_X119Y325,SLICEL.CFF,SLICE_X119Y325,CLBLM_R_X81Y325,331,650,,,,,,1,0
14277,u/s10/pending1_im_reg[4],FDRE,SLICE_X124Y329,SLICEM.AFF,SLICE_X124Y329,CLBLM_L_X84Y329,341,658,,,,,,1,0
14278,u/s10/pending1_im_reg[5],FDRE,SLICE_X122Y326,SLICEM.AFF,SLICE_X122Y326,CLBLM_R_X83Y326,337,652,,,,,,1,0
14279,u/s10/pending1_im_reg[6],FDRE,SLICE_X122Y326,SLICEM.BFF,SLICE_X122Y326,CLBLM_R_X83Y326,337,652,,,,,,1,0
14280,u/s10/pending1_im_reg[7],FDRE,SLICE_X125Y326,SLICEL.AFF,SLICE_X125Y326,CLBLM_L_X84Y326,343,652,,,,,,1,0
14281,u/s10/pending1_im_reg[8],FDRE,SLICE_X122Y326,SLICEM.CFF,SLICE_X122Y326,CLBLM_R_X83Y326,337,652,,,,,,1,0
14282,u/s10/pending1_im_reg[9],FDRE,SLICE_X122Y332,SLICEM.AFF,SLICE_X122Y332,CLBLM_R_X83Y332,337,664,,,,,,1,0
14283,u/s10/pending1_re_reg[0],FDRE,SLICE_X116Y328,SLICEM.AFF,SLICE_X116Y328,CLBLM_R_X79Y328,321,656,,,,,,1,0
14284,u/s10/pending1_re_reg[10],FDRE,SLICE_X116Y329,SLICEM.AFF,SLICE_X116Y329,CLBLM_R_X79Y329,321,658,,,,,,1,0
14285,u/s10/pending1_re_reg[11],FDRE,SLICE_X117Y326,SLICEL.BFF,SLICE_X117Y326,CLBLM_R_X79Y326,323,652,,,,,,1,0
14286,u/s10/pending1_re_reg[12],FDRE,SLICE_X116Y329,SLICEM.BFF,SLICE_X116Y329,CLBLM_R_X79Y329,321,658,,,,,,1,0
14287,u/s10/pending1_re_reg[13],FDRE,SLICE_X123Y331,SLICEL.AFF,SLICE_X123Y331,CLBLM_R_X83Y331,339,662,,,,,,1,0
14288,u/s10/pending1_re_reg[14],FDRE,SLICE_X122Y331,SLICEM.AFF,SLICE_X122Y331,CLBLM_R_X83Y331,337,662,,,,,,1,0
14289,u/s10/pending1_re_reg[15],FDRE,SLICE_X122Y331,SLICEM.BFF,SLICE_X122Y331,CLBLM_R_X83Y331,337,662,,,,,,1,0
14290,u/s10/pending1_re_reg[16],FDRE,SLICE_X123Y332,SLICEL.AFF,SLICE_X123Y332,CLBLM_R_X83Y332,339,664,,,,,,1,0
14291,u/s10/pending1_re_reg[17],FDRE,SLICE_X122Y332,SLICEM.BFF,SLICE_X122Y332,CLBLM_R_X83Y332,337,664,,,,,,1,0
14292,u/s10/pending1_re_reg[18],FDRE,SLICE_X122Y332,SLICEM.CFF,SLICE_X122Y332,CLBLM_R_X83Y332,337,664,,,,,,1,0
14293,u/s10/pending1_re_reg[19],FDRE,SLICE_X121Y332,SLICEL.CFF,SLICE_X121Y332,CLBLM_L_X82Y332,335,664,,,,,,1,0
14294,u/s10/pending1_re_reg[1],FDRE,SLICE_X114Y326,SLICEM.AFF,SLICE_X114Y326,CLBLM_L_X78Y326,317,652,,,,,,1,0
14295,u/s10/pending1_re_reg[20],FDRE,SLICE_X115Y337,SLICEL.AFF,SLICE_X115Y337,CLBLM_L_X78Y337,319,674,,,,,,1,0
14296,u/s10/pending1_re_reg[21],FDRE,SLICE_X124Y333,SLICEM.AFF,SLICE_X124Y333,CLBLM_L_X84Y333,341,666,,,,,,1,0
14297,u/s10/pending1_re_reg[22],FDRE,SLICE_X107Y337,SLICEL.AFF,SLICE_X107Y337,CLBLM_L_X72Y337,295,674,,,,,,1,0
14298,u/s10/pending1_re_reg[23],FDRE,SLICE_X121Y334,SLICEL.BFF,SLICE_X121Y334,CLBLM_L_X82Y334,335,668,,,,,,1,0
14299,u/s10/pending1_re_reg[24],FDRE,SLICE_X117Y337,SLICEL.CFF,SLICE_X117Y337,CLBLM_R_X79Y337,323,674,,,,,,1,0
14300,u/s10/pending1_re_reg[25],FDRE,SLICE_X115Y337,SLICEL.BFF,SLICE_X115Y337,CLBLM_L_X78Y337,319,674,,,,,,1,0
14301,u/s10/pending1_re_reg[26],FDRE,SLICE_X121Y334,SLICEL.CFF,SLICE_X121Y334,CLBLM_L_X82Y334,335,668,,,,,,1,0
14302,u/s10/pending1_re_reg[27],FDRE,SLICE_X121Y332,SLICEL.DFF,SLICE_X121Y332,CLBLM_L_X82Y332,335,664,,,,,,1,0
14303,u/s10/pending1_re_reg[28],FDRE,SLICE_X117Y336,SLICEL.AFF,SLICE_X117Y336,CLBLM_R_X79Y336,323,672,,,,,,1,0
14304,u/s10/pending1_re_reg[29],FDRE,SLICE_X111Y339,SLICEL.AFF,SLICE_X111Y339,CLBLM_R_X75Y339,307,678,,,,,,1,0
14305,u/s10/pending1_re_reg[2],FDRE,SLICE_X114Y326,SLICEM.BFF,SLICE_X114Y326,CLBLM_L_X78Y326,317,652,,,,,,1,0
14306,u/s10/pending1_re_reg[30],FDRE,SLICE_X115Y337,SLICEL.CFF,SLICE_X115Y337,CLBLM_L_X78Y337,319,674,,,,,,1,0
14307,u/s10/pending1_re_reg[31],FDRE,SLICE_X111Y339,SLICEL.BFF,SLICE_X111Y339,CLBLM_R_X75Y339,307,678,,,,,,1,0
14308,u/s10/pending1_re_reg[32],FDRE,SLICE_X112Y337,SLICEM.AFF,SLICE_X112Y337,CLBLM_L_X76Y337,309,674,,,,,,1,0
14309,u/s10/pending1_re_reg[33],FDRE,SLICE_X107Y336,SLICEL.CFF,SLICE_X107Y336,CLBLM_L_X72Y336,295,672,,,,,,1,0
14310,u/s10/pending1_re_reg[34],FDRE,SLICE_X107Y336,SLICEL.DFF,SLICE_X107Y336,CLBLM_L_X72Y336,295,672,,,,,,1,0
14311,u/s10/pending1_re_reg[3],FDRE,SLICE_X116Y328,SLICEM.BFF,SLICE_X116Y328,CLBLM_R_X79Y328,321,656,,,,,,1,0
14312,u/s10/pending1_re_reg[4],FDRE,SLICE_X123Y329,SLICEL.AFF,SLICE_X123Y329,CLBLM_R_X83Y329,339,658,,,,,,1,0
14313,u/s10/pending1_re_reg[5],FDRE,SLICE_X114Y326,SLICEM.CFF,SLICE_X114Y326,CLBLM_L_X78Y326,317,652,,,,,,1,0
14314,u/s10/pending1_re_reg[6],FDRE,SLICE_X116Y328,SLICEM.CFF,SLICE_X116Y328,CLBLM_R_X79Y328,321,656,,,,,,1,0
14315,u/s10/pending1_re_reg[7],FDRE,SLICE_X124Y327,SLICEM.AFF,SLICE_X124Y327,CLBLM_L_X84Y327,341,654,,,,,,1,0
14316,u/s10/pending1_re_reg[8],FDRE,SLICE_X122Y326,SLICEM.DFF,SLICE_X122Y326,CLBLM_R_X83Y326,337,652,,,,,,1,0
14317,u/s10/pending1_re_reg[9],FDRE,SLICE_X116Y329,SLICEM.CFF,SLICE_X116Y329,CLBLM_R_X79Y329,321,658,,,,,,1,0
14318,u/s10/pending2_im_reg[0],FDRE,SLICE_X79Y323,SLICEL.AFF,SLICE_X79Y323,CLBLL_L_X54Y323,227,646,,,,,,1,0
14319,u/s10/pending2_im_reg[10],FDRE,SLICE_X78Y318,SLICEL.AFF,SLICE_X78Y318,CLBLL_L_X54Y318,225,636,,,,,,1,0
14320,u/s10/pending2_im_reg[11],FDRE,SLICE_X79Y323,SLICEL.BFF,SLICE_X79Y323,CLBLL_L_X54Y323,227,646,,,,,,1,0
14321,u/s10/pending2_im_reg[12],FDRE,SLICE_X75Y323,SLICEL.AFF,SLICE_X75Y323,CLBLM_R_X51Y323,215,646,,,,,,1,0
14322,u/s10/pending2_im_reg[13],FDRE,SLICE_X83Y337,SLICEL.AFF,SLICE_X83Y337,CLBLL_L_X56Y337,235,674,,,,,,1,0
14323,u/s10/pending2_im_reg[14],FDRE,SLICE_X77Y328,SLICEL.AFF,SLICE_X77Y328,CLBLL_R_X53Y328,223,656,,,,,,1,0
14324,u/s10/pending2_im_reg[15],FDRE,SLICE_X75Y330,SLICEL.CFF,SLICE_X75Y330,CLBLM_R_X51Y330,215,660,,,,,,1,0
14325,u/s10/pending2_im_reg[16],FDRE,SLICE_X72Y330,SLICEM.CFF,SLICE_X72Y330,CLBLM_L_X50Y330,209,660,,,,,,1,0
14326,u/s10/pending2_im_reg[17],FDRE,SLICE_X75Y330,SLICEL.DFF,SLICE_X75Y330,CLBLM_R_X51Y330,215,660,,,,,,1,0
14327,u/s10/pending2_im_reg[18],FDRE,SLICE_X75Y326,SLICEL.DFF,SLICE_X75Y326,CLBLM_R_X51Y326,215,652,,,,,,1,0
14328,u/s10/pending2_im_reg[19],FDRE,SLICE_X75Y325,SLICEL.CFF,SLICE_X75Y325,CLBLM_R_X51Y325,215,650,,,,,,1,0
14329,u/s10/pending2_im_reg[1],FDRE,SLICE_X78Y321,SLICEL.AFF,SLICE_X78Y321,CLBLL_L_X54Y321,225,642,,,,,,1,0
14330,u/s10/pending2_im_reg[20],FDRE,SLICE_X72Y332,SLICEM.AFF,SLICE_X72Y332,CLBLM_L_X50Y332,209,664,,,,,,1,0
14331,u/s10/pending2_im_reg[21],FDRE,SLICE_X75Y329,SLICEL.BFF,SLICE_X75Y329,CLBLM_R_X51Y329,215,658,,,,,,1,0
14332,u/s10/pending2_im_reg[22],FDRE,SLICE_X72Y332,SLICEM.BFF,SLICE_X72Y332,CLBLM_L_X50Y332,209,664,,,,,,1,0
14333,u/s10/pending2_im_reg[23],FDRE,SLICE_X75Y329,SLICEL.CFF,SLICE_X75Y329,CLBLM_R_X51Y329,215,658,,,,,,1,0
14334,u/s10/pending2_im_reg[24],FDRE,SLICE_X73Y330,SLICEL.CFF,SLICE_X73Y330,CLBLM_L_X50Y330,211,660,,,,,,1,0
14335,u/s10/pending2_im_reg[25],FDRE,SLICE_X72Y332,SLICEM.CFF,SLICE_X72Y332,CLBLM_L_X50Y332,209,664,,,,,,1,0
14336,u/s10/pending2_im_reg[26],FDRE,SLICE_X72Y334,SLICEM.AFF,SLICE_X72Y334,CLBLM_L_X50Y334,209,668,,,,,,1,0
14337,u/s10/pending2_im_reg[27],FDRE,SLICE_X72Y334,SLICEM.BFF,SLICE_X72Y334,CLBLM_L_X50Y334,209,668,,,,,,1,0
14338,u/s10/pending2_im_reg[28],FDRE,SLICE_X72Y334,SLICEM.CFF,SLICE_X72Y334,CLBLM_L_X50Y334,209,668,,,,,,1,0
14339,u/s10/pending2_im_reg[29],FDRE,SLICE_X83Y337,SLICEL.BFF,SLICE_X83Y337,CLBLL_L_X56Y337,235,674,,,,,,1,0
14340,u/s10/pending2_im_reg[2],FDRE,SLICE_X79Y322,SLICEL.AFF,SLICE_X79Y322,CLBLL_L_X54Y322,227,644,,,,,,1,0
14341,u/s10/pending2_im_reg[30],FDRE,SLICE_X73Y334,SLICEL.BFF,SLICE_X73Y334,CLBLM_L_X50Y334,211,668,,,,,,1,0
14342,u/s10/pending2_im_reg[31],FDRE,SLICE_X73Y334,SLICEL.CFF,SLICE_X73Y334,CLBLM_L_X50Y334,211,668,,,,,,1,0
14343,u/s10/pending2_im_reg[32],FDRE,SLICE_X74Y336,SLICEM.DFF,SLICE_X74Y336,CLBLM_R_X51Y336,213,672,,,,,,1,0
